Custid,Dayswus,Age,Edu,Income,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,YearsAsCustomer,logIncome,logLTV,FrequencyScore,RecencyScore,MonetaryScore,RFM,value_labels,preference_labels,merged_labels
9679.0,751.0,57.0,18.0,87491.0,20.0,9.0,829.0,309.0,12.0,61.0,5.0,17.0,11.0,6.0,6.0,23.0,2.0,2.1,11.37929120991269,5.733341276897746,3,4,3,10,2,0,3
9680.0,1050.0,72.0,15.0,107404.0,35.0,12.0,1787.0,712.0,2.0,31.0,15.0,24.0,16.0,14.0,6.0,14.0,3.0,2.9,11.584352704311222,6.568077911411976,4,4,4,12,1,2,2
9681.0,922.0,49.0,18.0,79658.0,20.0,82.0,832.0,243.0,16.0,90.0,0.0,9.0,1.0,0.0,4.0,43.0,6.0,2.5,11.285497749716969,5.493061443340548,3,1,3,7,0,0,3
9682.0,957.0,58.0,15.0,76181.0,27.0,18.0,1275.0,550.0,5.0,21.0,11.0,47.0,20.0,1.0,10.0,26.0,6.0,2.6,11.240867366751376,6.309918278226516,4,4,4,12,1,2,2
9683.0,999.0,31.0,19.0,44394.0,10.0,54.0,303.0,-8.0,55.0,67.0,3.0,25.0,3.0,3.0,4.0,59.0,9.0,2.7,10.700859604153608,0.0,2,2,2,6,0,0,3
9684.0,1232.0,24.0,18.0,44068.0,16.0,15.0,593.0,91.0,21.0,17.0,12.0,41.0,14.0,16.0,37.0,58.0,9.0,3.4,10.693489174459955,4.51085950651685,3,4,3,10,0,1,0
9685.0,1185.0,55.0,16.0,74216.0,27.0,1.0,1284.0,198.0,27.0,54.0,0.0,32.0,6.0,7.0,1.0,27.0,6.0,3.2,11.214735039333108,5.288267030694535,4,4,4,12,0,0,3
9686.0,1198.0,66.0,18.0,93772.0,32.0,77.0,1605.0,639.0,1.0,30.0,9.0,53.0,2.0,6.0,2.0,12.0,3.0,3.3,11.448621582969407,6.459904454377535,4,2,4,10,1,2,2
9687.0,1122.0,50.0,20.0,86319.0,28.0,16.0,1345.0,469.0,12.0,92.0,0.0,6.0,1.0,1.0,9.0,45.0,6.0,3.1,11.36580501506417,6.150602768446279,4,4,4,12,1,0,2
9688.0,761.0,52.0,17.0,81270.0,8.0,55.0,220.0,53.0,22.0,84.0,0.0,13.0,0.0,3.0,20.0,56.0,6.0,2.1,11.305532223747251,3.970291913552122,2,2,2,6,2,0,3
9689.0,704.0,54.0,15.0,88435.0,17.0,63.0,661.0,315.0,7.0,87.0,0.0,11.0,2.0,0.0,2.0,74.0,8.0,1.9,11.390023097868896,5.752572638825633,3,2,3,8,2,0,3
9690.0,1002.0,50.0,19.0,69912.0,10.0,42.0,303.0,18.0,40.0,86.0,1.0,12.0,0.0,1.0,0.0,38.0,4.0,2.7,11.15499258730738,2.8903717578961645,2,3,2,7,2,0,3
9691.0,1115.0,73.0,16.0,105675.0,35.0,38.0,1797.0,672.0,3.0,27.0,10.0,53.0,2.0,8.0,2.0,9.0,1.0,3.1,11.56812362543499,6.51025834052315,4,3,4,11,1,2,2
9692.0,656.0,62.0,17.0,92086.0,21.0,45.0,902.0,242.0,8.0,84.0,1.0,13.0,1.0,0.0,9.0,29.0,4.0,1.8,11.430478202002696,5.488937726156687,3,3,3,9,2,0,3
9693.0,786.0,49.0,19.0,62524.0,6.0,80.0,148.0,42.0,8.0,55.0,8.0,34.0,2.0,2.0,27.0,19.0,2.0,2.2,11.04330576201536,3.737669618283368,2,1,2,5,2,2,1
9694.0,803.0,37.0,15.0,57028.0,9.0,33.0,257.0,-47.0,79.0,84.0,1.0,13.0,1.0,1.0,32.0,51.0,7.0,2.2,10.951297654273851,0.0,2,3,2,7,2,0,3
9695.0,988.0,65.0,15.0,104547.0,34.0,16.0,1728.0,623.0,1.0,38.0,1.0,31.0,5.0,25.0,1.0,19.0,3.0,2.7,11.557392010040497,6.434546518787453,4,4,4,12,1,2,2
9696.0,621.0,74.0,19.0,118731.0,30.0,96.0,1474.0,764.0,1.0,67.0,4.0,25.0,4.0,1.0,0.0,12.0,1.0,1.7,11.684615709095524,6.638567789166521,4,1,4,9,1,0,2
9697.0,1137.0,32.0,19.0,63274.0,15.0,18.0,546.0,57.0,37.0,70.0,1.0,26.0,1.0,2.0,10.0,56.0,8.0,3.1,11.055229781258411,4.04305126783455,3,4,3,10,0,0,3
9698.0,961.0,52.0,18.0,76820.0,19.0,87.0,773.0,420.0,6.0,57.0,6.0,27.0,4.0,6.0,32.0,34.0,5.0,2.6,11.249220301899896,6.040254711277414,3,1,3,7,1,2,2
9699.0,671.0,19.0,13.0,17014.0,2.0,39.0,17.0,-1.0,57.0,7.0,7.0,12.0,38.0,36.0,75.0,40.0,3.0,1.8,9.74179181353583,0.0,1,3,1,5,2,1,0
9700.0,628.0,75.0,14.0,117837.0,28.0,68.0,1334.0,764.0,1.0,50.0,1.0,23.0,12.0,15.0,6.0,13.0,1.0,1.7,11.677057592563973,6.638567789166521,4,2,4,10,1,2,2
9701.0,1218.0,29.0,19.0,36284.0,4.0,19.0,65.0,-5.0,63.0,30.0,5.0,40.0,11.0,14.0,6.0,57.0,8.0,3.3,10.499132151734834,0.0,1,4,2,7,0,2,1
9702.0,592.0,77.0,18.0,114127.0,41.0,25.0,2163.0,902.0,0.0,70.0,2.0,24.0,2.0,2.0,2.0,9.0,1.0,1.6,11.645067142387743,6.804614520062624,4,4,4,12,1,0,2
9703.0,868.0,76.0,14.0,109495.0,33.0,89.0,1669.0,581.0,2.0,44.0,13.0,21.0,7.0,15.0,6.0,10.0,1.0,2.4,11.603634165095691,6.364750756851911,4,1,4,9,1,2,2
9704.0,563.0,54.0,15.0,78256.0,15.0,99.0,550.0,165.0,15.0,82.0,1.0,13.0,2.0,3.0,15.0,46.0,5.0,1.5,11.26774078277914,5.10594547390058,3,1,3,7,2,0,3
9705.0,766.0,25.0,15.0,50627.0,2.0,97.0,24.0,-2.0,65.0,21.0,20.0,42.0,5.0,12.0,31.0,72.0,8.0,2.1,10.832240309801332,0.0,1,1,1,3,2,2,1
9706.0,862.0,53.0,14.0,67758.0,7.0,86.0,188.0,13.0,40.0,90.0,1.0,7.0,1.0,1.0,5.0,45.0,5.0,2.4,11.123697812951724,2.5649493574615367,2,1,2,5,2,0,3
9707.0,967.0,33.0,14.0,59365.0,19.0,90.0,775.0,61.0,39.0,23.0,2.0,52.0,23.0,0.0,26.0,67.0,9.0,2.6,10.991460106099892,4.110873864173311,3,1,3,7,0,2,1
9708.0,899.0,69.0,16.0,93733.0,31.0,89.0,1537.0,726.0,9.0,68.0,4.0,22.0,3.0,3.0,3.0,47.0,8.0,2.5,11.448205594056446,6.587550014824796,4,1,4,9,1,0,2
9709.0,1192.0,58.0,17.0,89635.0,23.0,77.0,1014.0,481.0,3.0,39.0,9.0,36.0,5.0,11.0,3.0,29.0,4.0,3.3,11.40350114768894,6.175867270105761,3,2,3,8,1,2,2
9710.0,795.0,70.0,19.0,104166.0,31.0,62.0,1536.0,450.0,4.0,62.0,1.0,29.0,1.0,7.0,4.0,14.0,2.0,2.2,11.553741059470005,6.1092475827643655,4,2,4,10,1,0,2
9711.0,745.0,74.0,19.0,97290.0,36.0,8.0,1851.0,811.0,1.0,59.0,2.0,32.0,6.0,2.0,3.0,14.0,3.0,2.0,11.485451487969474,6.698268054115413,4,4,4,12,1,0,2
9712.0,822.0,63.0,20.0,100078.0,22.0,47.0,956.0,338.0,4.0,62.0,6.0,30.0,1.0,1.0,5.0,43.0,4.0,2.3,11.51370516092832,5.823045895483019,3,3,3,9,1,0,2
9713.0,708.0,76.0,15.0,108493.0,29.0,16.0,1411.0,834.0,1.0,23.0,7.0,61.0,7.0,3.0,2.0,10.0,1.0,1.9,11.594440933752365,6.726233402358747,4,4,4,12,1,2,2
9714.0,1171.0,37.0,15.0,39855.0,5.0,79.0,119.0,-19.0,76.0,46.0,7.0,32.0,8.0,7.0,18.0,55.0,8.0,3.2,10.593003146862024,0.0,2,1,2,5,0,2,1
9715.0,1133.0,23.0,15.0,34838.0,3.0,60.0,64.0,6.0,30.0,5.0,42.0,9.0,3.0,41.0,7.0,55.0,7.0,3.1,10.458464024037408,1.791759469228055,1,2,1,4,0,1,0
9716.0,1029.0,49.0,17.0,86735.0,33.0,66.0,1662.0,593.0,12.0,88.0,1.0,8.0,0.0,3.0,7.0,48.0,7.0,2.8,11.370612772195509,6.385194398997726,4,2,4,10,1,0,2
9717.0,1023.0,71.0,16.0,124214.0,48.0,94.0,2585.0,866.0,0.0,58.0,0.0,28.0,8.0,6.0,4.0,10.0,2.0,2.8,11.729761163546003,6.763884908562435,4,1,4,9,1,0,2
9718.0,860.0,71.0,16.0,95155.0,24.0,24.0,1082.0,414.0,3.0,21.0,21.0,36.0,3.0,19.0,7.0,17.0,2.0,2.4,11.463262419951128,6.025865973825314,3,4,4,11,1,2,2
9719.0,835.0,75.0,18.0,121304.0,34.0,77.0,1731.0,1069.0,1.0,28.0,17.0,45.0,5.0,5.0,4.0,18.0,3.0,2.3,11.706055070480776,6.974478911025045,4,2,4,10,1,2,2
9720.0,1147.0,70.0,19.0,99984.0,30.0,12.0,1468.0,563.0,1.0,43.0,3.0,39.0,6.0,10.0,0.0,15.0,3.0,3.1,11.512765452168862,6.333279628139691,4,4,4,12,1,2,2
9721.0,636.0,54.0,17.0,69431.0,4.0,77.0,74.0,8.0,34.0,81.0,1.0,17.0,0.0,1.0,65.0,54.0,4.0,1.7,11.14808873263942,2.079441541679836,1,2,2,5,2,0,3
9722.0,1230.0,74.0,19.0,108211.0,33.0,98.0,1670.0,519.0,5.0,68.0,1.0,29.0,1.0,1.0,9.0,7.0,1.0,3.4,11.59183830381308,6.251903883165888,4,1,4,9,1,0,2
9723.0,624.0,22.0,16.0,20043.0,2.0,37.0,16.0,0.0,48.0,6.0,28.0,35.0,28.0,3.0,31.0,51.0,3.0,1.7,9.905635244593586,0.0,1,3,1,5,2,1,0
9724.0,732.0,77.0,14.0,110633.0,31.0,30.0,1541.0,887.0,2.0,39.0,18.0,20.0,17.0,5.0,12.0,21.0,2.0,2.0,11.613973696079707,6.787844982309579,4,3,4,11,1,2,2
9725.0,865.0,40.0,14.0,67179.0,8.0,22.0,223.0,-2.0,51.0,38.0,5.0,38.0,12.0,6.0,1.0,62.0,8.0,2.4,11.11511597767294,0.0,2,4,2,8,0,2,1
9726.0,1133.0,63.0,15.0,76974.0,20.0,0.0,834.0,201.0,21.0,32.0,25.0,36.0,6.0,1.0,52.0,41.0,6.0,3.1,11.251222981477396,5.303304908059076,3,4,3,10,0,2,1
9727.0,1165.0,57.0,18.0,81584.0,23.0,21.0,1018.0,240.0,11.0,79.0,4.0,11.0,0.0,6.0,11.0,25.0,3.0,3.2,11.309388443294935,5.480638923341991,3,4,3,10,0,0,3
9728.0,684.0,34.0,15.0,34260.0,4.0,11.0,33.0,-9.0,81.0,40.0,3.0,29.0,13.0,15.0,76.0,50.0,4.0,1.9,10.441733771878113,0.0,1,4,1,6,2,1,0
9729.0,1082.0,74.0,16.0,116419.0,49.0,86.0,2648.0,787.0,1.0,77.0,1.0,20.0,2.0,0.0,2.0,7.0,2.0,3.0,11.664951031199418,6.668228248417403,4,1,4,9,1,0,2
9730.0,945.0,35.0,15.0,70711.0,12.0,30.0,392.0,-70.0,70.0,41.0,4.0,50.0,3.0,3.0,13.0,53.0,8.0,2.6,11.166356426769534,0.0,2,3,3,8,0,2,1
9731.0,963.0,48.0,17.0,66378.0,18.0,68.0,715.0,306.0,5.0,30.0,10.0,30.0,15.0,15.0,13.0,42.0,6.0,2.6,11.103120955262966,5.723585101952381,3,2,3,8,0,2,1
9732.0,617.0,66.0,14.0,93070.0,19.0,51.0,779.0,247.0,4.0,35.0,19.0,23.0,14.0,9.0,14.0,39.0,3.0,1.7,11.441107177179756,5.5093883366279774,3,3,3,9,2,2,1
9733.0,1083.0,22.0,16.0,25057.0,4.0,14.0,60.0,-6.0,72.0,8.0,28.0,34.0,0.0,29.0,34.0,62.0,8.0,3.0,10.128908508594378,0.0,1,4,1,6,0,1,0
9734.0,881.0,75.0,18.0,136690.0,43.0,42.0,2288.0,786.0,0.0,34.0,7.0,46.0,9.0,4.0,9.0,13.0,1.0,2.4,11.8254708671467,6.666956792429207,4,3,4,11,1,2,2
9735.0,885.0,18.0,12.0,16656.0,4.0,17.0,54.0,6.0,25.0,13.0,38.0,14.0,7.0,28.0,42.0,63.0,8.0,2.4,9.72052579085475,1.791759469228055,1,4,1,6,0,1,0
9736.0,577.0,70.0,17.0,95477.0,21.0,67.0,891.0,371.0,2.0,45.0,12.0,31.0,8.0,4.0,10.0,9.0,1.0,1.6,11.466640659766432,5.916202062607435,3,2,3,8,1,2,2
9737.0,1003.0,31.0,16.0,40639.0,2.0,83.0,28.0,-4.0,81.0,33.0,5.0,60.0,0.0,2.0,8.0,64.0,8.0,2.7,10.61248347565041,0.0,1,1,1,3,0,2,1
9738.0,1089.0,69.0,19.0,105286.0,38.0,15.0,1983.0,765.0,1.0,36.0,9.0,45.0,8.0,2.0,16.0,15.0,3.0,3.0,11.564435735816684,6.639875833826536,4,4,4,12,1,2,2
9739.0,1247.0,44.0,15.0,54293.0,12.0,13.0,386.0,-28.0,61.0,53.0,4.0,29.0,7.0,7.0,14.0,46.0,7.0,3.4,10.902150584168144,0.0,2,4,3,9,0,2,1
9740.0,1055.0,39.0,15.0,60180.0,10.0,17.0,304.0,18.0,42.0,69.0,3.0,25.0,3.0,0.0,5.0,73.0,9.0,2.9,11.005095350184035,2.8903717578961645,2,4,2,8,0,0,3
9741.0,981.0,75.0,18.0,110666.0,25.0,8.0,1152.0,447.0,2.0,62.0,5.0,27.0,4.0,2.0,1.0,9.0,1.0,2.7,11.614271935115983,6.102558594613569,4,4,4,12,1,0,2
9742.0,619.0,42.0,15.0,78828.0,22.0,69.0,955.0,290.0,4.0,66.0,2.0,29.0,3.0,0.0,5.0,55.0,7.0,1.7,11.275023542680474,5.66988092298052,3,2,3,8,2,0,3
9743.0,1083.0,61.0,14.0,82147.0,15.0,83.0,534.0,114.0,18.0,31.0,24.0,17.0,21.0,6.0,56.0,33.0,4.0,3.0,11.316265604234992,4.736198448394496,3,1,3,7,0,1,0
9744.0,830.0,65.0,19.0,78078.0,16.0,72.0,592.0,202.0,7.0,42.0,3.0,51.0,0.0,3.0,1.0,17.0,2.0,2.3,11.265463606004811,5.308267697401205,3,2,3,8,2,2,1
9745.0,1036.0,62.0,18.0,87483.0,25.0,55.0,1153.0,554.0,12.0,61.0,2.0,24.0,2.0,10.0,6.0,29.0,5.0,2.8,11.379199767755503,6.317164686747284,4,2,4,10,1,0,2
9746.0,561.0,68.0,17.0,88037.0,19.0,35.0,776.0,392.0,2.0,19.0,25.0,50.0,4.0,2.0,1.0,8.0,0.0,1.5,11.385512459639552,5.971261839790462,3,3,3,9,1,2,2
9747.0,715.0,30.0,16.0,57073.0,3.0,85.0,64.0,2.0,46.0,21.0,23.0,48.0,7.0,1.0,19.0,71.0,8.0,2.0,10.95208642917211,0.6931471805599453,1,1,1,3,2,2,1
9748.0,1236.0,62.0,17.0,79885.0,31.0,24.0,1540.0,543.0,19.0,44.0,7.0,43.0,1.0,5.0,2.0,44.0,8.0,3.4,11.288343379461672,6.297109319933935,4,4,4,12,0,2,1
9749.0,1054.0,64.0,20.0,102933.0,32.0,96.0,1599.0,662.0,6.0,62.0,3.0,27.0,3.0,4.0,3.0,21.0,3.0,2.9,11.541833570117436,6.495265555937008,4,1,4,9,1,0,2
9750.0,917.0,44.0,14.0,73486.0,5.0,17.0,117.0,-28.0,72.0,27.0,23.0,45.0,4.0,2.0,5.0,61.0,6.0,2.5,11.20485019086756,0.0,2,4,2,8,0,2,1
9751.0,591.0,78.0,20.0,113823.0,28.0,33.0,1339.0,743.0,1.0,26.0,4.0,64.0,2.0,4.0,1.0,19.0,1.0,1.6,11.642399889216197,6.610696044717759,4,3,4,11,1,2,2
9752.0,1134.0,49.0,17.0,63887.0,15.0,72.0,538.0,55.0,33.0,94.0,0.0,5.0,0.0,0.0,14.0,47.0,6.0,3.1,11.064871176788817,4.007333185232471,3,2,3,8,0,0,3
9753.0,1097.0,53.0,19.0,77507.0,17.0,75.0,654.0,128.0,34.0,71.0,1.0,22.0,4.0,3.0,17.0,50.0,7.0,3.0,11.258123533843245,4.852030263919617,3,2,3,8,0,0,3
9754.0,820.0,30.0,18.0,49278.0,3.0,56.0,63.0,-4.0,62.0,41.0,10.0,41.0,7.0,1.0,1.0,67.0,8.0,2.2,10.805233012968248,0.0,1,2,1,4,2,2,1
9755.0,1219.0,50.0,17.0,65441.0,18.0,98.0,711.0,216.0,20.0,82.0,2.0,14.0,2.0,0.0,12.0,57.0,8.0,3.3,11.088904252333467,5.375278407684165,3,1,3,7,0,0,3
9756.0,562.0,57.0,17.0,71331.0,17.0,67.0,655.0,205.0,20.0,68.0,5.0,18.0,5.0,4.0,35.0,28.0,4.0,1.5,11.175086294520511,5.3230099791384085,3,2,3,8,2,0,3
9757.0,805.0,57.0,16.0,73833.0,6.0,3.0,148.0,34.0,23.0,29.0,8.0,39.0,5.0,19.0,10.0,23.0,2.0,2.2,11.20956106511634,3.5263605246161616,2,4,2,8,2,2,1
9758.0,1202.0,55.0,16.0,71303.0,14.0,36.0,485.0,114.0,12.0,25.0,14.0,18.0,17.0,26.0,4.0,26.0,4.0,3.3,11.174693681253554,4.736198448394496,3,3,3,9,0,1,0
9759.0,858.0,45.0,19.0,72148.0,11.0,97.0,339.0,131.0,16.0,79.0,2.0,16.0,2.0,1.0,15.0,46.0,5.0,2.4,11.18647484379009,4.875197323201151,2,1,2,5,2,0,3
9760.0,895.0,72.0,14.0,95428.0,24.0,57.0,1091.0,-80.0,58.0,61.0,5.0,27.0,4.0,3.0,4.0,31.0,5.0,2.5,11.46612731542159,0.0,3,2,4,9,0,0,3
9761.0,569.0,27.0,15.0,48881.0,4.0,9.0,36.0,-8.0,80.0,26.0,2.0,44.0,10.0,18.0,25.0,51.0,3.0,1.6,10.797144051901348,0.0,1,4,1,6,2,2,1
9762.0,1053.0,26.0,20.0,43083.0,6.0,60.0,152.0,-4.0,53.0,57.0,3.0,37.0,1.0,3.0,5.0,74.0,9.0,2.9,10.670883766728728,0.0,2,2,2,6,0,0,3
9763.0,635.0,54.0,19.0,78640.0,10.0,43.0,299.0,78.0,11.0,92.0,2.0,5.0,0.0,1.0,42.0,50.0,4.0,1.7,11.272635754821048,4.356708826689592,2,3,2,7,2,0,3
9764.0,1128.0,49.0,18.0,75399.0,16.0,99.0,598.0,231.0,10.0,82.0,0.0,16.0,0.0,2.0,30.0,58.0,8.0,3.1,11.230549291308629,5.442417710521793,3,1,3,7,0,0,3
9765.0,670.0,42.0,15.0,61671.0,4.0,87.0,91.0,18.0,19.0,51.0,1.0,30.0,9.0,9.0,4.0,48.0,3.0,1.8,11.029569083193785,2.8903717578961645,1,1,2,4,2,2,1
9766.0,839.0,26.0,16.0,57319.0,6.0,10.0,154.0,-3.0,53.0,24.0,6.0,50.0,12.0,8.0,9.0,59.0,7.0,2.3,10.956387435872273,0.0,2,4,2,8,2,2,1
9767.0,1093.0,73.0,16.0,96712.0,31.0,46.0,1535.0,460.0,1.0,29.0,5.0,44.0,8.0,14.0,36.0,15.0,2.0,3.0,11.479492768881828,6.131226489483141,4,3,4,11,1,2,2
9768.0,1158.0,19.0,13.0,27416.0,1.0,196.0,19.0,-7.0,90.0,43.0,16.0,29.0,10.0,2.0,18.0,45.0,7.0,3.2,10.218882063554444,0.0,1,1,1,3,0,2,1
9769.0,561.0,64.0,16.0,106486.0,18.0,12.0,714.0,202.0,4.0,10.0,14.0,39.0,20.0,17.0,52.0,26.0,1.0,1.5,11.575768800091538,5.308267697401205,3,4,3,10,2,1,0
9770.0,760.0,39.0,16.0,55348.0,3.0,21.0,48.0,14.0,26.0,49.0,3.0,29.0,3.0,16.0,18.0,54.0,4.0,2.1,10.921395803789276,2.6390573296152584,1,4,1,6,2,2,1
9771.0,800.0,61.0,15.0,89093.0,10.0,80.0,301.0,66.0,16.0,28.0,13.0,20.0,6.0,33.0,41.0,30.0,2.0,2.2,11.397436046960738,4.189654742026425,2,1,2,5,2,1,0
9772.0,619.0,42.0,16.0,57762.0,5.0,25.0,120.0,31.0,7.0,47.0,6.0,40.0,6.0,2.0,15.0,60.0,7.0,1.7,10.96408639900602,3.4339872044851463,2,4,2,8,2,2,1
9773.0,845.0,62.0,17.0,80075.0,4.0,42.0,92.0,15.0,27.0,49.0,2.0,31.0,12.0,6.0,14.0,26.0,2.0,2.3,11.29071897447736,2.70805020110221,1,3,2,6,2,2,1
9774.0,774.0,27.0,18.0,57940.0,6.0,47.0,149.0,40.0,18.0,16.0,21.0,39.0,8.0,16.0,24.0,39.0,4.0,2.1,10.967163271323342,3.688879454113936,2,3,2,7,2,1,0
9775.0,770.0,69.0,16.0,83804.0,22.0,13.0,958.0,347.0,3.0,16.0,0.0,61.0,20.0,2.0,1.0,17.0,2.0,2.1,11.336236018027902,5.849324779946859,3,4,3,10,1,2,2
9776.0,1146.0,26.0,16.0,42112.0,2.0,67.0,32.0,-1.0,54.0,38.0,7.0,38.0,13.0,4.0,20.0,56.0,7.0,3.1,10.648088014684989,0.0,1,2,1,4,0,2,1
9777.0,604.0,25.0,14.0,47476.0,5.0,39.0,60.0,-5.0,61.0,30.0,6.0,34.0,21.0,9.0,39.0,62.0,5.0,1.7,10.767979599176396,0.0,2,3,1,6,2,1,0
9778.0,652.0,20.0,14.0,26355.0,3.0,71.0,35.0,0.0,52.0,9.0,22.0,32.0,7.0,30.0,21.0,55.0,6.0,1.8,10.179413289289307,0.0,1,2,1,4,2,1,0
9779.0,947.0,77.0,19.0,100435.0,29.0,9.0,1398.0,730.0,2.0,46.0,2.0,48.0,3.0,1.0,2.0,8.0,1.0,2.6,11.51726603106865,6.593044534142437,4,4,4,12,1,2,2
9780.0,854.0,72.0,15.0,98235.0,29.0,65.0,1412.0,554.0,3.0,47.0,6.0,38.0,6.0,3.0,1.0,6.0,1.0,2.3,11.495117846320264,6.317164686747284,4,2,4,10,1,2,2
9781.0,603.0,33.0,19.0,75401.0,5.0,48.0,120.0,-11.0,65.0,56.0,4.0,27.0,11.0,2.0,14.0,45.0,4.0,1.7,11.230575816507567,0.0,2,3,2,7,2,0,3
9782.0,671.0,46.0,19.0,72438.0,7.0,66.0,187.0,27.0,29.0,87.0,1.0,11.0,1.0,0.0,16.0,61.0,7.0,1.8,11.190486302560442,3.295836866004329,2,2,2,6,2,0,3
9783.0,1185.0,32.0,16.0,45351.0,11.0,97.0,341.0,140.0,9.0,33.0,17.0,40.0,2.0,8.0,7.0,32.0,5.0,3.2,10.722187506016818,4.941642422609304,2,1,2,5,0,2,1
9784.0,641.0,33.0,19.0,49501.0,3.0,9.0,66.0,3.0,45.0,69.0,5.0,14.0,5.0,7.0,11.0,41.0,6.0,1.8,10.809748150372926,1.0986122886681098,1,4,2,7,2,0,3
9785.0,1157.0,33.0,17.0,32965.0,3.0,48.0,64.0,-14.0,85.0,55.0,5.0,28.0,8.0,4.0,9.0,69.0,9.0,3.2,10.4032016715474,0.0,1,3,1,5,0,2,1
9786.0,1128.0,18.0,12.0,34881.0,5.0,69.0,84.0,-5.0,64.0,5.0,7.0,12.0,31.0,45.0,20.0,78.0,9.0,3.1,10.459697547336718,0.0,2,2,2,6,0,1,0
9787.0,1163.0,26.0,15.0,25189.0,5.0,66.0,77.0,11.0,32.0,20.0,28.0,21.0,14.0,17.0,25.0,40.0,6.0,3.2,10.134162670265685,2.3978952727983707,2,2,2,6,0,1,0
9788.0,1168.0,34.0,16.0,40884.0,5.0,83.0,119.0,-16.0,78.0,22.0,9.0,50.0,11.0,8.0,37.0,49.0,7.0,3.2,10.618494067448967,0.0,2,1,2,5,0,2,1
9789.0,577.0,70.0,19.0,112970.0,36.0,15.0,1855.0,799.0,0.0,41.0,2.0,48.0,4.0,6.0,0.0,15.0,2.0,1.6,11.634877575720974,6.683360945766275,4,4,4,12,1,2,2
9790.0,814.0,60.0,20.0,78591.0,17.0,48.0,658.0,221.0,17.0,62.0,3.0,30.0,2.0,3.0,3.0,20.0,3.0,2.2,11.27201246804444,5.3981627015177525,3,3,3,9,2,0,3
9791.0,1234.0,62.0,17.0,94370.0,33.0,62.0,1658.0,527.0,9.0,69.0,0.0,22.0,4.0,5.0,4.0,38.0,7.0,3.4,11.45497850501538,6.267200548541362,4,2,4,10,0,0,3
9792.0,961.0,22.0,16.0,42513.0,5.0,46.0,119.0,-3.0,53.0,27.0,8.0,26.0,26.0,13.0,17.0,38.0,5.0,2.6,10.65756519049298,0.0,2,3,2,7,0,1,0
9793.0,1226.0,43.0,18.0,52280.0,2.0,60.0,35.0,1.0,45.0,44.0,4.0,38.0,10.0,4.0,14.0,35.0,4.0,3.4,10.864369167738158,0.0,1,2,1,4,0,2,1
9794.0,827.0,21.0,15.0,36028.0,3.0,6.0,24.0,-1.0,58.0,7.0,39.0,23.0,4.0,27.0,22.0,67.0,6.0,2.3,10.492051692903631,0.0,1,4,1,6,2,1,0
9795.0,903.0,20.0,14.0,43844.0,3.0,0.0,34.0,1.0,45.0,9.0,19.0,48.0,13.0,11.0,69.0,69.0,7.0,2.5,10.688393158335614,0.0,1,4,1,6,0,1,0
9796.0,940.0,52.0,16.0,66027.0,1.0,310.0,19.0,0.0,50.0,80.0,0.0,12.0,5.0,3.0,39.0,50.0,5.0,2.6,11.097819028262782,0.0,1,1,1,3,0,0,3
9797.0,1214.0,70.0,17.0,114659.0,32.0,4.0,1599.0,806.0,0.0,16.0,17.0,37.0,17.0,13.0,18.0,10.0,1.0,3.3,11.649717784987049,6.692083742506628,4,4,4,12,1,1,0
9798.0,780.0,22.0,16.0,22520.0,4.0,70.0,44.0,-7.0,75.0,40.0,19.0,9.0,14.0,19.0,36.0,37.0,4.0,2.1,10.022159082253626,0.0,1,2,1,4,2,1,0
9799.0,617.0,32.0,18.0,61203.0,4.0,80.0,65.0,5.0,39.0,52.0,13.0,16.0,3.0,16.0,5.0,42.0,4.0,1.7,11.021951486906838,1.6094379124341005,1,1,2,4,2,2,1
9800.0,598.0,61.0,16.0,97727.0,8.0,66.0,220.0,86.0,4.0,38.0,16.0,16.0,12.0,17.0,21.0,33.0,2.0,1.6,11.48993315604396,4.454347296253507,2,2,2,6,2,1,0
9801.0,1023.0,75.0,19.0,99395.0,16.0,88.0,594.0,79.0,36.0,73.0,2.0,18.0,3.0,4.0,2.0,47.0,5.0,2.8,11.50685708956862,4.3694478524670215,3,1,3,7,0,0,3
9802.0,656.0,63.0,16.0,106114.0,30.0,93.0,1465.0,833.0,1.0,59.0,5.0,17.0,18.0,1.0,34.0,33.0,3.0,1.8,11.57226926688694,6.725033642166843,4,1,4,9,1,2,2
9803.0,592.0,41.0,16.0,49950.0,3.0,93.0,66.0,-10.0,73.0,64.0,1.0,30.0,3.0,2.0,16.0,53.0,7.0,1.6,10.8187777840767,0.0,1,1,2,4,2,0,3
9804.0,606.0,26.0,19.0,45958.0,4.0,58.0,53.0,-19.0,83.0,37.0,13.0,39.0,1.0,11.0,24.0,34.0,4.0,1.7,10.73548321491488,0.0,1,2,1,4,2,2,1
9805.0,734.0,60.0,18.0,87999.0,9.0,28.0,258.0,81.0,8.0,48.0,15.0,23.0,5.0,9.0,10.0,40.0,3.0,2.0,11.385080729759414,4.394449154672439,2,3,2,7,2,2,1
9806.0,634.0,31.0,15.0,39086.0,4.0,55.0,44.0,-14.0,93.0,31.0,6.0,32.0,14.0,17.0,10.0,60.0,6.0,1.7,10.573519625590022,0.0,1,2,1,4,2,2,1
