Custid,Dayswus,Age,Edu,Income,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,YearsAsCustomer,logIncome,logLTV,FrequencyScore,RecencyScore,MonetaryScore,RFM
9266,1198.0,39.0,16.0,56467.0,7.0,64.0,184.0,-26.0,69.0,32.0,6.0,52.0,4.0,6.0,25.0,58.0,8.0,3.3,10.941411675702279,0.0,2,2,2,6
9267,1190.0,44.0,16.0,55873.0,2.0,23.0,36.0,-11.0,79.0,57.0,5.0,35.0,2.0,1.0,12.0,57.0,7.0,3.3,10.930836537091798,0.0,1,4,1,6
9268,1160.0,54.0,17.0,80527.0,15.0,94.0,533.0,117.0,27.0,79.0,1.0,15.0,1.0,5.0,17.0,53.0,7.0,3.2,11.296347810898107,4.762173934797756,3,1,3,7
9269,1023.0,38.0,14.0,54804.0,6.0,57.0,147.0,16.0,32.0,31.0,7.0,33.0,10.0,19.0,5.0,35.0,4.0,2.8,10.911518462973,2.772588722239781,2,2,2,6
9270,1140.0,32.0,16.0,36084.0,5.0,86.0,94.0,-5.0,59.0,51.0,2.0,32.0,2.0,13.0,44.0,82.0,9.0,3.1,10.49360483277653,0.0,2,1,2,5
9271,983.0,39.0,16.0,41322.0,2.0,83.0,42.0,-6.0,64.0,41.0,2.0,35.0,12.0,9.0,6.0,48.0,7.0,2.7,10.629150324772754,0.0,1,1,1,3
9272,977.0,58.0,18.0,65689.0,18.0,77.0,718.0,406.0,5.0,89.0,0.0,10.0,0.0,1.0,1.0,34.0,6.0,2.7,11.092686762753445,6.0063531596017325,3,2,3,8
9273,1116.0,63.0,14.0,111934.0,44.0,64.0,2346.0,979.0,0.0,23.0,24.0,27.0,14.0,12.0,57.0,28.0,5.0,3.1,11.625664690865879,6.88653164253051,4,2,4,10
9274,921.0,25.0,18.0,14591.0,4.0,29.0,36.0,-7.0,82.0,35.0,3.0,52.0,8.0,2.0,13.0,57.0,7.0,2.5,9.588160179264023,0.0,1,3,1,5
9275,748.0,64.0,18.0,82496.0,15.0,81.0,550.0,74.0,29.0,60.0,1.0,29.0,5.0,5.0,3.0,29.0,4.0,2.0,11.320505086298859,4.30406509320417,3,1,3,7
9276,672.0,77.0,18.0,116144.0,26.0,11.0,1205.0,443.0,1.0,35.0,5.0,42.0,18.0,1.0,3.0,16.0,1.0,1.8,11.662586079524623,6.093569770045136,4,4,4,12
9277,1085.0,28.0,19.0,55999.0,16.0,23.0,594.0,151.0,10.0,21.0,14.0,45.0,11.0,10.0,6.0,32.0,5.0,3.0,10.933089112414988,5.017279836814924,3,4,3,10
9278,1122.0,53.0,18.0,95066.0,28.0,4.0,1334.0,499.0,8.0,66.0,2.0,26.0,3.0,3.0,3.0,63.0,8.0,3.1,11.46232666620686,6.212606095751519,4,4,4,12
9279,753.0,42.0,16.0,71242.0,10.0,66.0,297.0,-57.0,79.0,83.0,1.0,11.0,3.0,3.0,1.0,60.0,7.0,2.1,11.173837811125193,0.0,2,2,2,6
9280,1135.0,74.0,16.0,101453.0,30.0,38.0,1473.0,673.0,2.0,39.0,12.0,45.0,1.0,3.0,17.0,9.0,1.0,3.1,11.52735091603409,6.511745329644728,4,3,4,11
9281,1244.0,67.0,20.0,83255.0,17.0,49.0,649.0,277.0,8.0,56.0,1.0,36.0,1.0,6.0,6.0,15.0,2.0,3.4,11.329663466099218,5.6240175061873385,3,3,3,9
9282,552.0,42.0,15.0,51225.0,3.0,19.0,36.0,-5.0,68.0,35.0,5.0,43.0,1.0,16.0,69.0,44.0,2.0,1.5,10.843982973107101,0.0,1,4,1,6
9283,769.0,78.0,19.0,112823.0,33.0,96.0,1670.0,614.0,1.0,41.0,6.0,48.0,1.0,4.0,0.0,19.0,2.0,2.1,11.63357549797039,6.419994928147142,4,1,4,9
9284,909.0,22.0,16.0,48948.0,5.0,41.0,117.0,16.0,18.0,29.0,16.0,39.0,7.0,8.0,26.0,70.0,9.0,2.5,10.79851378910556,2.772588722239781,2,3,2,7
9285,969.0,21.0,14.0,39175.0,6.0,17.0,151.0,14.0,26.0,12.0,22.0,24.0,18.0,24.0,73.0,61.0,8.0,2.7,10.575794067224221,2.6390573296152584,2,4,2,8
9286,984.0,50.0,18.0,85121.0,19.0,64.0,775.0,365.0,6.0,82.0,2.0,13.0,2.0,1.0,17.0,47.0,6.0,2.7,11.351829052626764,5.8998973535824915,3,2,3,8
9287,1210.0,23.0,17.0,27286.0,7.0,92.0,181.0,-21.0,81.0,24.0,7.0,37.0,11.0,21.0,9.0,60.0,9.0,3.3,10.21412902912282,0.0,2,1,2,5
9288,1072.0,49.0,17.0,72551.0,7.0,49.0,188.0,-13.0,60.0,58.0,10.0,9.0,10.0,14.0,10.0,39.0,4.0,2.9,11.19204504181486,0.0,2,3,2,7
9289,1062.0,24.0,18.0,44176.0,1.0,55.0,19.0,2.0,29.0,22.0,29.0,41.0,4.0,3.0,18.0,73.0,9.0,2.9,10.695936934169936,0.6931471805599453,1,2,1,4
9290,767.0,42.0,18.0,58379.0,1.0,6.0,19.0,-4.0,78.0,45.0,5.0,47.0,2.0,2.0,46.0,59.0,8.0,2.1,10.97471151510758,0.0,1,4,1,6
9291,586.0,27.0,20.0,31501.0,5.0,84.0,47.0,-4.0,69.0,59.0,6.0,31.0,2.0,2.0,2.0,59.0,5.0,1.6,10.357774570341576,0.0,2,1,1,4
9292,766.0,23.0,17.0,35833.0,1.0,465.0,11.0,1.0,31.0,13.0,17.0,49.0,13.0,8.0,25.0,63.0,6.0,2.1,10.486624535512897,0.0,1,1,1,3
9293,966.0,43.0,16.0,77465.0,17.0,26.0,653.0,24.0,46.0,69.0,3.0,22.0,2.0,4.0,12.0,61.0,8.0,2.6,11.257581500430392,3.1780538303479458,3,4,3,10
9294,892.0,41.0,19.0,66381.0,8.0,23.0,219.0,15.0,41.0,81.0,1.0,16.0,1.0,1.0,3.0,46.0,6.0,2.4,11.10316614993904,2.70805020110221,2,4,2,8
9295,716.0,59.0,15.0,100685.0,30.0,66.0,1471.0,478.0,5.0,46.0,7.0,26.0,11.0,10.0,33.0,25.0,4.0,2.0,11.519752110312506,6.169610732491456,4,2,4,10
9296,824.0,18.0,12.0,29968.0,2.0,70.0,25.0,-1.0,57.0,3.0,28.0,10.0,12.0,47.0,35.0,63.0,7.0,2.3,10.30788542468387,0.0,1,2,1,4
9297,1053.0,70.0,16.0,91754.0,40.0,33.0,2105.0,1130.0,2.0,47.0,8.0,26.0,1.0,18.0,33.0,26.0,7.0,2.9,11.426866361696753,7.029972911706386,4,3,4,11
9298,1104.0,67.0,14.0,88500.0,27.0,72.0,1272.0,187.0,26.0,35.0,7.0,38.0,6.0,13.0,12.0,57.0,8.0,3.0,11.390757830996021,5.231108616854587,4,2,4,10
9299,973.0,35.0,15.0,33557.0,2.0,52.0,35.0,-14.0,85.0,66.0,0.0,26.0,4.0,4.0,7.0,52.0,8.0,2.7,10.421000764451936,0.0,1,3,1,5
9300,786.0,44.0,20.0,43922.0,3.0,56.0,55.0,13.0,14.0,93.0,0.0,6.0,1.0,0.0,14.0,51.0,6.0,2.2,10.690170612487238,2.5649493574615367,1,2,1,4
9301,768.0,19.0,13.0,23007.0,3.0,10.0,41.0,-4.0,69.0,17.0,11.0,36.0,15.0,21.0,55.0,68.0,8.0,2.1,10.043553796432969,0.0,1,4,1,6
9302,940.0,60.0,15.0,108395.0,30.0,76.0,1464.0,640.0,2.0,30.0,11.0,33.0,7.0,18.0,16.0,29.0,3.0,2.6,11.593537241462617,6.461468176353717,4,2,4,10
9303,570.0,64.0,15.0,81721.0,19.0,15.0,775.0,358.0,11.0,54.0,23.0,15.0,6.0,2.0,11.0,20.0,2.0,1.6,11.311066285763198,5.8805329864007,3,4,3,10
9304,823.0,45.0,15.0,52546.0,6.0,35.0,153.0,-4.0,54.0,87.0,3.0,7.0,1.0,2.0,14.0,51.0,6.0,2.3,10.869444255425103,0.0,2,3,2,7
9305,909.0,45.0,17.0,63588.0,1.0,543.0,19.0,2.0,32.0,75.0,3.0,21.0,0.0,0.0,25.0,62.0,6.0,2.5,11.060180052280762,0.6931471805599453,1,1,1,3
9306,1147.0,74.0,17.0,102982.0,33.0,62.0,1662.0,517.0,1.0,26.0,7.0,53.0,6.0,8.0,1.0,17.0,3.0,3.1,11.542309494658387,6.248042874508429,4,2,4,10
9307,815.0,49.0,19.0,62171.0,11.0,66.0,344.0,62.0,23.0,84.0,1.0,14.0,1.0,1.0,7.0,47.0,6.0,2.2,11.037643932062444,4.127134385045092,2,2,2,6
9308,628.0,41.0,15.0,72138.0,6.0,78.0,152.0,3.0,48.0,43.0,5.0,44.0,4.0,5.0,29.0,51.0,6.0,1.7,11.186336230202965,1.0986122886681098,2,2,2,6
9309,1204.0,49.0,18.0,62062.0,4.0,7.0,92.0,-9.0,67.0,91.0,0.0,8.0,0.0,0.0,7.0,47.0,6.0,3.3,11.035889164360313,0.0,1,4,2,7
9310,558.0,60.0,19.0,116760.0,42.0,21.0,2224.0,747.0,0.0,75.0,1.0,22.0,1.0,1.0,2.0,40.0,6.0,1.5,11.667875824968052,6.616065185132817,4,4,4,12
9311,567.0,20.0,14.0,10608.0,3.0,71.0,21.0,-2.0,72.0,8.0,31.0,35.0,15.0,10.0,67.0,53.0,5.0,1.6,9.269363712425644,0.0,1,2,1,4
9312,1083.0,41.0,18.0,78980.0,23.0,4.0,1020.0,398.0,12.0,44.0,4.0,46.0,6.0,0.0,9.0,48.0,7.0,3.0,11.27694993484064,5.986452005284438,3,4,3,10
9313,568.0,55.0,19.0,70106.0,11.0,31.0,344.0,68.0,33.0,76.0,1.0,18.0,3.0,3.0,5.0,42.0,4.0,1.6,11.157763661371307,4.219507705176107,2,3,2,7
9314,704.0,64.0,17.0,91701.0,18.0,75.0,712.0,288.0,12.0,40.0,18.0,30.0,8.0,4.0,4.0,32.0,3.0,1.9,11.426288563310505,5.662960480135946,3,2,3,8
9315,807.0,55.0,15.0,76154.0,13.0,86.0,436.0,11.0,47.0,33.0,3.0,36.0,24.0,4.0,4.0,56.0,7.0,2.2,11.240512884849215,2.3978952727983707,3,1,3,7
9316,1071.0,54.0,18.0,69430.0,7.0,48.0,182.0,-2.0,51.0,90.0,1.0,8.0,0.0,1.0,4.0,64.0,7.0,2.9,11.148074329747319,0.0,2,3,2,7
9317,1154.0,66.0,16.0,98695.0,30.0,40.0,1463.0,773.0,3.0,23.0,12.0,56.0,6.0,3.0,15.0,17.0,2.0,3.2,11.499789565577087,6.650279048587422,4,3,4,11
9318,742.0,56.0,17.0,87302.0,16.0,79.0,605.0,148.0,14.0,58.0,16.0,22.0,4.0,0.0,1.0,33.0,3.0,2.0,11.37712865107272,4.997212273764115,3,1,3,7
9319,1196.0,56.0,18.0,91963.0,27.0,41.0,1277.0,305.0,13.0,55.0,5.0,30.0,5.0,5.0,24.0,22.0,4.0,3.3,11.429141601224517,5.720311776607412,4,3,4,11
9320,895.0,45.0,17.0,65453.0,16.0,45.0,589.0,142.0,21.0,84.0,1.0,14.0,1.0,0.0,17.0,46.0,7.0,2.5,11.089087606804009,4.955827057601261,3,3,3,9
9321,678.0,41.0,17.0,52560.0,2.0,65.0,32.0,4.0,30.0,31.0,5.0,40.0,3.0,21.0,16.0,31.0,2.0,1.9,10.869710653158492,1.3862943611198906,1,2,1,4
9322,1153.0,37.0,15.0,62538.0,8.0,20.0,225.0,-4.0,52.0,68.0,2.0,25.0,0.0,4.0,14.0,59.0,8.0,3.2,11.043529650967377,0.0,2,4,2,8
9323,996.0,53.0,17.0,73101.0,11.0,35.0,346.0,26.0,44.0,41.0,20.0,35.0,3.0,1.0,5.0,32.0,4.0,2.7,11.199597325534862,3.258096538021482,2,3,2,7
9324,908.0,62.0,19.0,84688.0,10.0,30.0,294.0,25.0,43.0,48.0,4.0,39.0,4.0,5.0,2.0,44.0,5.0,2.5,11.346729194097769,3.2188758248682006,2,3,2,7
9325,832.0,51.0,17.0,76104.0,18.0,77.0,709.0,234.0,2.0,72.0,3.0,19.0,5.0,1.0,7.0,38.0,4.0,2.3,11.239856104886293,5.455321115357702,3,2,3,8
9326,810.0,58.0,20.0,81753.0,14.0,2.0,488.0,207.0,13.0,53.0,5.0,34.0,2.0,5.0,1.0,37.0,4.0,2.2,11.311457785333879,5.332718793265369,3,4,3,10
9327,778.0,34.0,19.0,32544.0,3.0,75.0,34.0,-2.0,61.0,89.0,0.0,9.0,1.0,1.0,68.0,67.0,8.0,2.1,10.390348298848286,0.0,1,2,1,4
9328,802.0,65.0,14.0,108800.0,27.0,7.0,1270.0,673.0,2.0,34.0,4.0,18.0,32.0,12.0,18.0,47.0,5.0,2.2,11.59726661340398,6.511745329644728,4,4,4,12
9329,950.0,62.0,18.0,98372.0,28.0,32.0,1337.0,435.0,2.0,38.0,11.0,39.0,7.0,4.0,5.0,23.0,3.0,2.6,11.496511489701973,6.075346031088684,4,3,4,11
9330,786.0,26.0,17.0,29727.0,3.0,88.0,46.0,-2.0,60.0,63.0,3.0,27.0,4.0,3.0,4.0,65.0,8.0,2.2,10.29981100272701,0.0,1,1,1,3
9331,564.0,31.0,15.0,46082.0,4.0,49.0,92.0,24.0,14.0,36.0,21.0,18.0,4.0,22.0,44.0,38.0,5.0,1.5,10.738177697205677,3.1780538303479458,1,3,2,6
9332,1177.0,67.0,16.0,99521.0,29.0,18.0,1405.0,523.0,1.0,73.0,4.0,19.0,3.0,1.0,2.0,24.0,3.0,3.2,11.508123956154034,6.259581464064923,4,4,4,12
9333,1169.0,54.0,15.0,79745.0,20.0,36.0,831.0,339.0,14.0,72.0,2.0,17.0,3.0,5.0,6.0,63.0,8.0,3.2,11.286589322756855,5.82600010738045,3,3,3,9
9334,581.0,18.0,12.0,24994.0,4.0,41.0,44.0,-1.0,54.0,6.0,24.0,26.0,21.0,22.0,46.0,66.0,6.0,1.6,10.12639107504573,0.0,1,3,1,5
9335,1093.0,20.0,14.0,27585.0,2.0,47.0,33.0,2.0,34.0,2.0,35.0,13.0,47.0,2.0,16.0,54.0,7.0,3.0,10.22502742570653,0.6931471805599453,1,3,1,5
9336,1034.0,48.0,19.0,72225.0,9.0,98.0,259.0,63.0,20.0,87.0,0.0,12.0,0.0,0.0,1.0,56.0,6.0,2.8,11.187541525334437,4.143134726391533,2,1,2,5
9337,876.0,32.0,18.0,44615.0,3.0,78.0,45.0,2.0,42.0,50.0,7.0,40.0,1.0,2.0,26.0,59.0,7.0,2.4,10.705825404334252,0.6931471805599453,1,2,1,4
9338,559.0,23.0,17.0,39057.0,3.0,70.0,25.0,-3.0,79.0,21.0,31.0,42.0,2.0,5.0,21.0,60.0,5.0,1.5,10.572777396565506,0.0,1,2,1,4
9339,837.0,63.0,18.0,89756.0,24.0,73.0,1090.0,397.0,2.0,71.0,2.0,17.0,7.0,2.0,1.0,27.0,3.0,2.3,11.404850156483693,5.983936280687191,3,2,4,9
9340,1112.0,55.0,16.0,84306.0,22.0,2.0,948.0,290.0,2.0,57.0,8.0,29.0,4.0,2.0,17.0,23.0,3.0,3.0,11.342208315834394,5.66988092298052,3,4,3,10
9341,717.0,65.0,15.0,71344.0,16.0,8.0,600.0,311.0,4.0,61.0,11.0,18.0,0.0,9.0,23.0,14.0,2.0,2.0,11.175268526867258,5.739792912179234,3,4,3,10
9342,876.0,38.0,17.0,59742.0,5.0,70.0,82.0,-26.0,79.0,70.0,5.0,20.0,2.0,2.0,20.0,58.0,7.0,2.4,10.99779056961614,0.0,2,2,2,6
9343,885.0,20.0,14.0,22357.0,2.0,22.0,30.0,0.0,48.0,19.0,17.0,21.0,33.0,9.0,32.0,55.0,7.0,2.4,10.014894750110258,0.0,1,4,1,6
9344,1145.0,45.0,18.0,60232.0,6.0,69.0,148.0,41.0,28.0,67.0,0.0,28.0,4.0,1.0,38.0,58.0,6.0,3.1,11.005959051529958,3.713572066704308,2,2,2,6
9345,1021.0,62.0,15.0,105186.0,27.0,95.0,1283.0,422.0,3.0,74.0,5.0,15.0,2.0,4.0,3.0,30.0,5.0,2.8,11.563485490581929,6.045005314036012,4,1,4,9
9346,891.0,35.0,15.0,48835.0,1.0,178.0,17.0,0.0,52.0,58.0,6.0,32.0,3.0,1.0,8.0,46.0,5.0,2.4,10.796202547881578,0.0,1,1,1,3
9347,1115.0,34.0,18.0,48094.0,5.0,89.0,122.0,3.0,45.0,44.0,4.0,40.0,4.0,8.0,11.0,60.0,7.0,3.1,10.780912708188415,1.0986122886681098,2,1,2,5
9348,877.0,75.0,15.0,129168.0,41.0,79.0,2162.0,1044.0,1.0,42.0,2.0,34.0,14.0,9.0,1.0,16.0,2.0,2.4,11.768869161634797,6.950814768442584,4,1,4,9
9349,1002.0,50.0,15.0,74507.0,18.0,20.0,711.0,255.0,15.0,84.0,1.0,13.0,1.0,2.0,22.0,48.0,6.0,2.7,11.218648359685256,5.541263545158426,3,4,3,10
9350,727.0,56.0,14.0,83212.0,11.0,74.0,338.0,118.0,14.0,39.0,11.0,27.0,15.0,7.0,9.0,29.0,3.0,2.0,11.329146847178274,4.770684624465665,2,2,2,6
9351,1249.0,65.0,19.0,99146.0,35.0,47.0,1787.0,982.0,1.0,59.0,3.0,21.0,11.0,6.0,25.0,22.0,5.0,3.4,11.50434879021937,6.889591308354466,4,3,4,11
9352,1013.0,48.0,19.0,72943.0,14.0,19.0,495.0,98.0,20.0,73.0,2.0,20.0,5.0,1.0,5.0,60.0,7.0,2.8,11.197433593212509,4.584967478670572,3,4,3,10
9353,1147.0,64.0,15.0,71810.0,21.0,50.0,885.0,246.0,18.0,46.0,6.0,25.0,5.0,17.0,3.0,20.0,4.0,3.1,11.181779021104363,5.5053315359323625,3,3,3,9
9354,1030.0,44.0,15.0,78061.0,15.0,67.0,539.0,-78.0,65.0,70.0,2.0,25.0,0.0,3.0,25.0,55.0,7.0,2.8,11.265245851311018,0.0,3,2,3,8
9355,1005.0,68.0,16.0,110033.0,34.0,14.0,1727.0,731.0,2.0,22.0,11.0,43.0,12.0,12.0,17.0,13.0,2.0,2.8,11.60853559978355,6.594413459749778,4,4,4,12
9356,1194.0,54.0,14.0,94367.0,21.0,1.0,896.0,329.0,10.0,68.0,5.0,21.0,3.0,4.0,38.0,55.0,7.0,3.3,11.454946714746377,5.796057750765372,3,4,3,10
9357,637.0,74.0,14.0,113102.0,29.0,69.0,1402.0,581.0,0.0,40.0,20.0,20.0,8.0,12.0,18.0,33.0,2.0,1.7,11.636045345413821,6.364750756851911,4,2,4,10
9358,578.0,34.0,16.0,53469.0,3.0,53.0,49.0,-8.0,70.0,43.0,2.0,42.0,12.0,0.0,16.0,72.0,7.0,1.6,10.886857325691961,0.0,1,2,1,4
9359,1115.0,61.0,17.0,100584.0,34.0,70.0,1727.0,479.0,8.0,67.0,2.0,27.0,3.0,1.0,9.0,43.0,6.0,3.1,11.518748478273016,6.171700597410915,4,2,4,10
9360,1232.0,28.0,14.0,38746.0,4.0,22.0,93.0,2.0,48.0,23.0,12.0,29.0,28.0,8.0,34.0,33.0,6.0,3.4,10.56478280364689,0.6931471805599453,1,4,2,7
9361,1187.0,37.0,14.0,53085.0,3.0,10.0,65.0,-19.0,87.0,27.0,5.0,32.0,30.0,6.0,18.0,50.0,7.0,3.3,10.879649681447674,0.0,1,4,2,7
9362,1121.0,53.0,17.0,88753.0,23.0,80.0,1010.0,335.0,17.0,74.0,1.0,16.0,5.0,4.0,41.0,60.0,8.0,3.1,11.393612509583262,5.814130531825066,3,1,3,7
9363,1092.0,62.0,15.0,94413.0,24.0,23.0,1085.0,249.0,18.0,41.0,32.0,13.0,7.0,7.0,10.0,29.0,5.0,3.0,11.45543405451659,5.517452896464707,3,4,4,11
9364,1028.0,63.0,15.0,88673.0,19.0,17.0,766.0,304.0,16.0,47.0,20.0,10.0,21.0,2.0,24.0,29.0,3.0,2.8,11.392710725116256,5.717027701406222,3,4,3,10
9365,592.0,18.0,12.0,32847.0,1.0,37.0,11.0,-1.0,67.0,6.0,47.0,18.0,13.0,15.0,22.0,54.0,6.0,1.6,10.399615695541534,0.0,1,3,1,5
9366,645.0,70.0,15.0,112491.0,37.0,81.0,1919.0,642.0,1.0,34.0,9.0,42.0,5.0,10.0,3.0,10.0,1.0,1.8,11.630628497426441,6.464588303689961,4,1,4,9
9367,1053.0,71.0,14.0,107960.0,36.0,62.0,1850.0,995.0,2.0,45.0,2.0,38.0,4.0,11.0,4.0,14.0,2.0,2.9,11.58951606713194,6.902742737158593,4,2,4,10
9368,733.0,77.0,15.0,118655.0,23.0,90.0,1010.0,294.0,6.0,64.0,5.0,26.0,2.0,4.0,5.0,43.0,4.0,2.0,11.68397540172612,5.683579767338681,3,1,3,7
9369,1171.0,57.0,16.0,69589.0,16.0,29.0,600.0,143.0,31.0,49.0,6.0,29.0,7.0,10.0,21.0,41.0,7.0,3.2,11.150361787854917,4.962844630259907,3,3,3,9
9370,1131.0,59.0,16.0,98050.0,31.0,92.0,1531.0,448.0,11.0,53.0,5.0,28.0,5.0,9.0,7.0,31.0,7.0,3.1,11.493232831624493,6.104793232414985,4,1,4,9
9371,740.0,50.0,15.0,79266.0,10.0,80.0,294.0,140.0,12.0,65.0,4.0,25.0,6.0,1.0,78.0,69.0,7.0,2.0,11.28056456410641,4.941642422609304,2,1,2,5
9372,1240.0,59.0,19.0,90952.0,28.0,16.0,1349.0,359.0,10.0,54.0,8.0,20.0,15.0,3.0,5.0,24.0,3.0,3.4,11.418087173808942,5.883322388488279,4,4,4,12
9373,1023.0,75.0,15.0,108544.0,25.0,13.0,1141.0,356.0,1.0,13.0,25.0,15.0,27.0,20.0,14.0,10.0,1.0,2.8,11.59491089971152,5.87493073085203,4,4,4,12
9374,953.0,22.0,14.0,19143.0,3.0,25.0,32.0,-4.0,78.0,17.0,17.0,40.0,13.0,13.0,44.0,69.0,8.0,2.6,9.859692392536456,0.0,1,4,1,6
9375,1217.0,22.0,15.0,35757.0,2.0,49.0,28.0,-3.0,73.0,10.0,38.0,22.0,30.0,1.0,53.0,63.0,8.0,3.3,10.484501333150819,0.0,1,3,1,5
9376,787.0,33.0,15.0,40075.0,6.0,71.0,153.0,3.0,47.0,53.0,15.0,18.0,1.0,13.0,23.0,28.0,4.0,2.2,10.598507977477754,1.0986122886681098,2,2,2,6
9377,887.0,75.0,14.0,110005.0,34.0,2.0,1726.0,592.0,1.0,21.0,29.0,25.0,6.0,20.0,31.0,9.0,1.0,2.4,11.608281098286982,6.3835066348840055,4,4,4,12
9378,1246.0,47.0,17.0,64131.0,18.0,85.0,703.0,146.0,20.0,65.0,1.0,26.0,6.0,2.0,4.0,35.0,5.0,3.4,11.068683145347391,4.983606621708336,3,1,3,7
9379,565.0,18.0,12.0,24340.0,3.0,99.0,24.0,-4.0,77.0,5.0,38.0,14.0,3.0,40.0,54.0,59.0,6.0,1.5,10.099876366541519,0.0,1,1,1,3
9380,755.0,34.0,19.0,67976.0,7.0,56.0,186.0,19.0,36.0,41.0,3.0,41.0,7.0,8.0,15.0,73.0,8.0,2.1,11.126909980683378,2.9444389791664403,2,2,2,6
9381,685.0,60.0,15.0,94441.0,13.0,14.0,441.0,143.0,17.0,20.0,29.0,27.0,18.0,6.0,10.0,34.0,3.0,1.9,11.455730579876976,4.962844630259907,3,4,3,10
9382,1004.0,70.0,19.0,103912.0,29.0,91.0,1414.0,147.0,39.0,74.0,0.0,23.0,1.0,2.0,6.0,45.0,7.0,2.8,11.55129966608712,4.990432586778736,4,1,4,9
9383,1054.0,26.0,19.0,22569.0,5.0,50.0,50.0,-12.0,94.0,41.0,5.0,47.0,5.0,3.0,8.0,65.0,8.0,2.9,10.02433256222833,0.0,2,3,1,6
9384,1228.0,65.0,17.0,105657.0,37.0,51.0,1916.0,575.0,1.0,30.0,6.0,33.0,27.0,5.0,5.0,23.0,6.0,3.4,11.567953277356672,6.354370040797351,4,3,4,11
9385,739.0,63.0,15.0,90674.0,16.0,13.0,591.0,258.0,6.0,37.0,0.0,23.0,2.0,38.0,4.0,39.0,4.0,2.0,11.415025935692166,5.552959584921617,3,4,3,10
9386,1009.0,69.0,18.0,121562.0,52.0,94.0,2823.0,1342.0,0.0,68.0,1.0,29.0,0.0,1.0,2.0,8.0,3.0,2.8,11.708179699675904,7.201916317531627,4,1,4,9
9387,915.0,73.0,17.0,99384.0,29.0,21.0,1410.0,678.0,1.0,27.0,7.0,52.0,6.0,8.0,2.0,26.0,3.0,2.5,11.506746413893513,6.519147287940395,4,4,4,12
9388,885.0,40.0,17.0,53761.0,4.0,59.0,75.0,-4.0,56.0,59.0,6.0,29.0,6.0,0.0,36.0,64.0,7.0,2.4,10.892303576214507,0.0,1,2,2,5
9389,1109.0,33.0,20.0,53086.0,1.0,191.0,20.0,2.0,25.0,49.0,4.0,39.0,2.0,6.0,3.0,64.0,8.0,3.0,10.879668518983348,0.6931471805599453,1,1,1,3
9390,1153.0,19.0,13.0,16440.0,2.0,69.0,37.0,-4.0,72.0,7.0,19.0,37.0,33.0,4.0,45.0,67.0,9.0,3.2,9.70747266861017,0.0,1,2,1,4
9391,1028.0,31.0,18.0,43060.0,2.0,52.0,40.0,-6.0,77.0,60.0,4.0,26.0,5.0,5.0,25.0,59.0,8.0,2.8,10.670349770918355,0.0,1,3,1,5
9392,774.0,28.0,19.0,20893.0,3.0,93.0,33.0,-2.0,56.0,63.0,6.0,19.0,4.0,9.0,41.0,61.0,7.0,2.1,9.947169453622251,0.0,1,1,1,3
9393,1228.0,19.0,13.0,29684.0,3.0,52.0,65.0,-2.0,57.0,5.0,33.0,29.0,19.0,13.0,21.0,67.0,9.0,3.4,10.298363459090025,0.0,1,3,2,6
9394,593.0,38.0,20.0,55967.0,7.0,79.0,186.0,-28.0,75.0,80.0,1.0,18.0,1.0,1.0,0.0,57.0,7.0,1.6,10.932517510305933,0.0,2,1,2,5
9395,1216.0,36.0,16.0,52447.0,7.0,83.0,187.0,-28.0,75.0,74.0,3.0,17.0,2.0,5.0,45.0,64.0,8.0,3.3,10.867558414857822,0.0,2,1,2,5
9396,1020.0,22.0,16.0,30808.0,5.0,35.0,63.0,7.0,21.0,18.0,9.0,21.0,24.0,28.0,19.0,63.0,6.0,2.8,10.335529675494746,1.9459101490553132,2,3,1,6
9397,954.0,68.0,17.0,103889.0,32.0,33.0,1594.0,880.0,2.0,61.0,0.0,27.0,3.0,9.0,6.0,8.0,1.0,2.6,11.55107830045275,6.779921907472252,4,3,4,11
9398,824.0,68.0,14.0,104816.0,26.0,66.0,1210.0,735.0,1.0,40.0,1.0,37.0,12.0,10.0,17.0,13.0,1.0,2.3,11.559961710971658,6.5998704992128365,4,2,4,10
9399,692.0,63.0,19.0,81641.0,14.0,74.0,494.0,99.0,24.0,71.0,1.0,23.0,2.0,3.0,1.0,26.0,2.0,1.9,11.310086865746364,4.59511985013459,3,2,3,8
9400,553.0,27.0,17.0,45153.0,2.0,22.0,22.0,1.0,45.0,48.0,4.0,31.0,5.0,12.0,9.0,69.0,6.0,1.5,10.717812001820473,0.0,1,4,1,6
9401,790.0,38.0,17.0,87964.0,13.0,39.0,444.0,149.0,21.0,59.0,2.0,31.0,1.0,6.0,4.0,44.0,5.0,2.2,11.38468291885074,5.003946305945459,3,3,3,9
9402,1072.0,58.0,18.0,80642.0,14.0,81.0,482.0,176.0,9.0,53.0,9.0,28.0,6.0,3.0,5.0,53.0,7.0,2.9,11.297774884584943,5.170483995038151,3,1,3,7
9403,916.0,59.0,19.0,63886.0,10.0,89.0,301.0,28.0,35.0,74.0,2.0,22.0,2.0,1.0,1.0,24.0,3.0,2.5,11.064855524029626,3.332204510175204,2,1,2,5
